ID,Age,Gender,Zip_Code
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
281,,,
282,,,
286,,,
288,,,
289,,,
290,,,
293,,,
294,,,
295,,,
296,,,
298,,,
299,,,
302,,,
304,,,
305,,,
306,,,
308,,,
309,,,
310,,,
311,,,
315,,,
316,,,
317,,,
318,,,
320,,,
321,,,
322,,,
325,,,
326,,,
328,,,
329,,,
332,,,
334,,,
335,,,
341,,,
344,,,
345,,,
346,,,
352,,,
353,,,
355,,,
356,,,
357,,,
358,,,
359,,,
360,,,
361,,,
362,,,
364,,,
365,,,
366,,,
367,48,,20110
368,28,F,94301
369,42,,
370,38,M,
371,37,M,
372,23,,32608
373,29,M,21228
374,36,,2148
375,35,,95070
376,20,,54701
377,31,F,61201
378,0,,
379,28,M,18195
380,51,,94506
381,24,,48823
383,25,M,2139
384,26,M,2140
385,23,M,90210
386,21,,
387,29,,90064
388,0,,
389,56,M,27613
390,53,M,94303
391,0,,
392,28,F,2140
393,0,,
394,40,F,
395,31,,78759
396,20,,20905
397,49,M,97035
398,32,M,94301
399,27,,22020
400,25,M,
401,28,,61602
402,30,,93535
403,0,,94404
404,30,M,b15
405,21,M,
406,40,F,13903
407,24,,46214
408,47,,94025
409,41,F,94062
410,34,M,10136
411,22,M,94609
412,24,M,89101
413,45,,
414,34,,93106
415,43,M,
416,26,M,91780
417,35,M,94040
418,42,M,83110
419,37,,
420,25,,90210
421,0,,
422,60,,95219
423,46,,32719
424,45,,
425,0,,
426,44,,11720
427,38,,99207
428,24,F,75150
429,39,,92117
430,38,F,87121
431,0,,
432,26,M,
433,0,M,
434,47,,44701
435,47,,
437,41,M,62334
438,48,M,60076
439,44,,97801
440,22,F,3086
441,20,,16117
442,39,,
443,12,,45454
444,39,M,
445,23,F,61801
446,22,,
447,33,,
448,28,,7460
449,27,M,DK
450,0,,
451,26,,
452,35,M,78736
453,23,,CH
454,26,M,4229
455,44,M,FR
456,25,M,
457,31,,
458,21,M,12345
459,40,,2951
460,27,F,28311
461,0,,80503
462,29,,so30 
463,36,,64109
464,50,M,43551
465,21,F,B91 
466,32,M,
467,21,,aa\';
468,23,,32608
469,40,M,98117
470,26,,45011
471,38,F,
472,33,,10001
473,37,,90638
474,44,M,90272
475,27,M,60614
476,47,M,81001
477,0,M,30328
478,35,M,46815
479,57,,92130
480,23,,97202
481,37,M,90852
482,0,,
483,23,,10023
484,36,,8226
485,62,M,49441
486,36,,43614
487,51,M,53916
488,28,,
489,25,M,
491,31,,FI
492,50,,10019
493,22,M,35810
494,39,M,70115
495,16,F,60544
496,40,,55112
497,0,,
498,26,M,21044
500,13,M,
501,31,M,94108
502,28,M,98112
503,66,M,7410
504,38,M,2100
505,45,M,95053
506,46,M,94588
507,0,,
508,26,,96912
509,12,,93230
510,24,,85251
511,35,M,32751
512,27,M,95060
513,0,,
514,35,M,
515,30,,10019
516,45,M,98273
517,39,,16509
518,38,M,17921
519,31,F,43221
520,44,,4901
521,54,,91750
522,38,M,90621
523,46,,91601
524,12,,90621
525,24,M,10036
526,21,,24076
527,43,,98226
528,25,M,98052
529,0,,
530,45,M,91001
531,37,,
532,20,F,48843
533,46,,45648
534,0,M,
535,35,,6830
536,24,M,
537,24,,70508
538,65,,77327
539,18,,
540,68,M,92103
541,28,,55404
542,42,M,4533
543,22,,
544,22,,2760
545,25,,
546,24,M,
547,29,M,
548,41,,65971
549,40,,
550,59,,2165
551,26,M,21044
552,22,M,34207
553,21,,666
554,0,,8755
555,21,M,
556,42,M,95111
557,104,,2121
558,25,,
559,54,,55802
560,39,M,23834
561,36,M,94043
562,28,,NL
563,64,,92669
564,30,,6320
565,48,,28412
566,45,M,1420
567,50,F,94609
568,46,F,43812
569,27,M,95125
570,27,M,22553
571,34,,
572,37,M,2170
573,32,M,2174
574,23,M,2174
575,50,,45686
576,50,M,1862
577,24,F,2145
578,22,,91711
579,39,F,95129
580,35,F,94025
581,72,M,
582,31,M,20814
583,17,,
584,32,,20135
585,28,M,56304
586,34,M,94087
587,0,F,94306
588,36,M,2178
589,22,,94403
590,23,,2160
591,18,,33914
592,36,,95826
593,21,,91711
594,43,,94549
595,26,,
596,33,F,94041
597,10,F,11758
598,30,M,2888
599,44,M,91344
600,47,M,28768
601,39,,63141
602,45,M,2148
603,29,,94301
604,46,F,46204
605,18,M,8043
606,23,F,95062
607,34,,KT10 
608,27,F,94109
609,40,M,73106
610,28,,10019
611,40,F,95926
612,31,M,94063
613,30,M,
614,42,,6854
615,29,M,80829
616,26,M,7080
617,39,,
618,23,M,
619,57,M,1742
620,25,M,97333
621,19,,45810
622,23,,35802
623,27,M,
625,35,M,94901
626,35,M,95014
627,28,,10012
629,58,,K7M4y
630,36,,60015
631,0,,
632,39,M,98045
633,36,,21114
634,45,,94087
635,27,M,95008
636,45,M,47274
637,26,,90503
638,50,,73505
639,40,M,12589
640,62,M,79423
641,53,,lor2h
642,31,F,95014
643,41,M,14850
644,23,,10128
645,32,,94301
646,49,M,78216
647,23,,93925
648,0,,
649,27,M,
650,43,,29650
651,18,,85020
652,67,,97814
653,55,,
654,29,,90293
655,24,F,10023
656,62,,92506
657,53,,94301
658,46,,39773
659,42,M,95404
660,43,,44221
661,0,M,97520
662,33,M,32780
663,29,F,32780
664,30,,12345
665,40,,V2X9T
666,44,M,97015
667,46,F,76262
668,29,M,
669,0,,
670,45,,G1V
671,31,,886
672,35,M,89801
673,52,,84105
674,19,M,
675,25,,
676,35,M,97132
677,55,M,91040
678,44,,
679,39,F,
680,31,F,61876
681,30,,1001
682,27,M,
683,21,M,
684,31,,
685,28,M,
686,32,,
687,0,,
688,19,,
689,29,M,4106
690,32,M,B60 1
691,51,M,92715
692,23,M,none
693,36,,UK
694,37,,28024
695,23,M,
696,68,,48189
697,48,M,4038
698,35,M,EH
699,21,,
700,0,,
701,50,M,59483
702,37,M,1945
703,35,M,Icela
704,35,F,20164
705,34,M,
706,18,M,
707,0,F,
708,37,M,94306
709,29,,35674
710,0,,
711,21,M,37302
712,0,,
713,0,M,29412
714,27,,
715,41,,33165
716,0,,
717,30,M,94022
718,45,M,29745
719,23,M,79230
720,31,,
721,39,,
722,0,F,
723,25,,10010
724,36,,12572
725,25,M,94109
726,60,,97301
727,39,M,94707
728,28,M,37221
729,38,M,1824
730,50,,53208
731,50,M,8873
732,20,,90210
733,55,,3063
734,45,,10301
735,24,,20603
736,31,F,30342
737,28,,20705
738,0,,
739,33,,94305
740,34,M,94109
741,54,M,22150
742,41,M,1450
743,23,M,53715
744,19,,
745,41,M,
746,34,M,94109
747,66,,5721
748,56,M,60637
749,38,M,63044
750,41,,24467
751,24,M,UK
753,29,,95014
754,43,,10022
755,21,M,19081
756,40,M,48098
757,19,M,2215
758,52,,j4g2a
759,26,F,803
760,28,,2114
761,30,M,33607
762,0,,
763,35,M,21205
764,0,,
765,48,,32707
766,27,F,1960
767,39,M,1730
768,0,,
769,11,M,
770,27,M,48201
771,40,M,
772,21,M,21218
773,38,,66619
774,41,,85283
775,30,,55422
776,30,M,94608
777,29,,15212
778,44,M,77845
779,45,,66062
780,28,M,20705
781,56,M,94583
782,36,,96540
783,0,,
784,18,,54456
785,25,F,60067
786,47,,
787,46,M,92111
788,51,M,6016
789,0,M,22031
790,19,,
791,27,M,97801
792,22,,97070
793,37,M,6451
794,41,M,63026
795,30,,
796,35,M,33175
797,28,,21209
798,40,,928
799,39,M,v2v 2
800,30,M,
801,43,M,66062
802,0,M,
803,27,,n/a
804,44,,15656
805,44,,94502
806,47,,1450
807,61,,85254
808,25,,10965
809,48,,94022
810,43,,
811,25,F,
812,35,F,98052
813,28,,
814,25,M,
815,39,,55123
816,44,,91762
817,0,,
818,17,,13021
819,50,M,98007
820,50,,92075
821,47,M,7024
822,37,,23666
823,58,M,98236
824,41,M,98052
825,43,M,83440
826,36,F,94109
827,26,,55337
828,24,,1200
829,38,M,94598
830,26,,40161
831,14,F,91040
832,44,,91010
833,29,M,Ire
834,40,,28311
835,34,M,
836,21,,
837,18,M,
838,25,,
839,39,M,11235
840,37,,---
841,34,M,
842,13,M,
843,35,M,
844,25,M,
845,35,F,
846,43,,4223N
847,39,,75265
848,23,,6
849,43,,10708
850,40,M,
851,30,M,
852,41,,28601
853,23,M,5034
854,48,,60482
855,55,M,b0k1v
856,29,M,10012
857,23,,
858,231,M,
859,46,M,48858
860,34,M,9012
861,53,,85023
862,29,,(UK)
863,49,M,T0L0W
864,50,,53403
865,74,,v4a6y
866,67,,97504
867,50,,53403
868,49,M,2067
869,52,,2021
870,29,,UK
871,16,,29801
872,48,,
873,45,,
874,28,,se
875,39,M,3062
876,40,M,1428
877,45,,
878,39,,48111
879,26,M,20037
880,42,,57037
881,44,,99615
882,33,M,84120
883,30,,94109
884,44,M,89451
885,43,,2075
886,23,,98121
887,36,,22201
888,58,,87111
889,24,M,67037
890,39,,
891,24,,90210
892,15,M,7
893,35,,?
894,48,M,54952
895,37,M,UK..
896,48,M,56308
897,36,F,94022
898,24,,V6H..
899,33,,1453
900,28,M,75090
901,17,M,
902,57,M,71042
903,53,F,
905,49,F,30350
906,30,,33
907,17,,80919
908,0,,
909,48,,32963
910,38,M,2142
911,30,M,
912,48,M,
913,30,,95060
914,25,M,28210
915,55,,60015
916,37,F,
917,56,,B2W4T
918,58,,39042
919,53,,94558
920,0,,
921,48,M,
922,49,,N1H7N
923,52,M,18104
924,34,,23666
925,30,M,98204
926,38,,49009
927,37,M,48108
928,48,F,75061
929,16,,97006
930,40,,60202
931,29,M,89107
932,0,,
933,59,M,34223
934,50,F,11510
935,56,,30071
936,25,M,46526
937,29,,3008
938,24,,19383
939,39,M,19104
940,26,M,92635
941,58,M,95409
942,22,M,14850
943,0,,
944,55,,55124
945,18,M,14620
946,0,,84093
947,25,M,44240
948,21,,27708
949,35,,
950,53,M,98155
951,38,,89701
952,18,,2420
953,46,M,
954,18,M,91126
955,38,,43214
956,22,,4130
957,25,M,1
958,32,M,
959,43,,3205
960,17,M,
961,62,M,94087
962,50,,46383
963,40,M,4700
964,21,M,fin
965,29,M,80221
966,10,M,60657
967,54,,35223
969,50,,90011
970,25,,90570
971,41,,
972,54,M,1002
973,43,M,
974,31,,900IC
975,20,M,2139
976,55,M,64485
977,48,,92629
978,40,,49507
979,53,M,
980,48,M,72031
981,40,F,11421
982,0,,
983,43,M,48103
984,47,,22508
985,42,M,Swede
986,27,,
987,41,,80015
988,35,M,16066
989,25,,
990,50,,
991,0,,
992,48,F,18104
993,51,,74153
994,100,,gh?4
995,38,F,46356
996,23,M,
997,17,F,18360
998,29,M,47
999,32,,
1000,57,M,48322
1001,42,M,60041
1002,18,,24541
1003,46,M,14048
1004,39,,94301
1005,50,,42100
1006,28,,
1007,41,M,7928
1008,61,,Mexic
1009,43,,23113
1010,55,,77077
1011,47,,G0A2C
1012,24,,B3000
1013,29,M,60188
1014,40,,42501
1015,37,,52314
1016,36,M,62707
1017,40,F,45331
1018,38,,22124
1019,25,M,30103
1020,27,M,94040
1021,49,F,43606
1022,27,M,31206
1023,36,M,99517
1024,45,,T4X1H
1025,25,M,30033
1026,51,M,2192
1027,27,,12345
1028,59,,13469
1029,28,M,
1030,20,F,t6h3j
1031,61,,35601
1032,42,,
1033,53,,22202
1034,20,,
1035,16,M,60440
1036,24,M,32256
1037,30,,10009
1038,16,,8731
1039,32,F,43068
1040,53,F,78669
1041,24,M,73120
1042,42,M,
1043,42,F,53115
1044,33,,31010
1045,50,M,2888
1046,29,,99708
1047,23,,80306
1048,32,M,60626
1049,23,,80203
1050,35,,
1053,27,,
1054,29,M,94941
1055,26,M,10160
1056,25,,7066
1057,52,,95060
1058,57,,63132
1059,46,M,24531
1060,21,M,
1061,34,M,
1062,27,,
1063,38,,923
1064,31,,3610
1065,28,M,60504
1066,21,M,22102
1067,47,M,53227
1069,28,,2726
1070,36,M,M5S
1071,23,M,46324
1072,33,,
1073,36,,None
1074,51,,6374
1075,40,,886/1
1076,29,,1803
1077,18,M,
1079,49,M,32792
1080,23,M,32547
1081,54,,60012
1082,29,,94705
1083,53,M,95129
1084,48,M,2043
1085,40,F,T9V2P
1086,23,M,Swede
1087,49,,77064
1088,37,,1752
1089,51,M,2180
1091,39,,20007
1092,63,,50208
1093,50,M,n
1094,22,,2215
1095,46,M,7054
1096,17,M,l5c3c
1097,47,,52
1098,50,M,83252
1099,29,F,30582
1100,19,M,19130
1101,40,,55414
1102,48,M,
1103,48,,
1104,41,,11580
1105,60,,12986
1106,26,,60611
1108,31,M,19355
1109,37,,7928
1110,51,,80710
1111,31,,11215
1112,72,,92646
1113,19,M,5051
1114,41,,83415
1115,37,,
1116,46,,98922
1117,57,F,2536
1118,37,,53143
1119,24,M,98109
1120,43,M,N8a4L
1121,35,,1864
1122,38,F,80122
1123,25,M,LUC
1124,30,,28560
1125,50,M,4989
1126,45,,6492
1127,23,M,
1128,35,,
1129,44,M,33923
1130,51,,
1131,0,,
1132,0,,
1133,34,,690
1134,31,M,
1135,29,,46774
1136,50,,98531
1137,24,M,
1138,31,M,90034
1139,38,M,
1140,36,M,95035
1141,46,,43055
1142,27,M,2048
1143,26,,
1144,47,M,53227
1145,0,,
1146,40,,80465
1147,25,,6024
1148,22,,47906
1149,33,F,
1150,33,F,
1151,54,,
1152,26,,4034
1153,36,,12047
1154,21,M,94704
1155,20,M,
1156,26,F,77006
1157,23,,90012
1158,32,,
1159,19,,N8T 1
1160,30,,
1161,22,M,
1162,25,,
1163,23,,h9b 1
1164,18,,90036
1165,23,,
1166,54,M,279
1167,0,,
1168,27,M,?
1169,22,M,3400
1170,37,M,
1171,40,,bah
1172,42,M,14000
1173,38,,1231
1174,39,M,155
1175,31,M,
1176,29,M,3025E
1177,0,,
1178,19,M,
1179,56,,70808
1180,23,F,
1181,56,M,95008
1182,49,M,97007
1183,17,M,21774
1184,46,M,85044
1185,31,,48188
1186,26,M,
1187,38,,93257
1188,49,M,59801
1190,61,,V0M1K
1191,25,,
1192,33,F,77002
1193,29,M,
1194,28,,10021
1195,32,,
1196,25,M,10004
1197,41,F,61201
1198,43,F,94025
1199,23,,
1200,18,M,
1201,21,,76909
1202,33,,95134
1203,55,,91701
1204,40,,
1205,23,F,45227
1206,30,M,
1207,0,,
1208,29,M,30084
1209,28,,97333
1210,43,M,18471
1211,20,,1950
1212,42,M,V2V
1213,42,M,2770
1214,23,M,N1360
1215,45,M,13077
1216,46,,40601
1217,18,,61801
1218,31,,2840
1219,45,F,3065
1220,0,,
1221,31,,60157
1222,20,,
1223,0,,50702
1224,19,,60181
1225,44,,8900a
1226,20,,74052
1227,27,,98052
1228,45,,1545
1229,49,,1453
1230,25,,94025
1231,22,F,94117
1232,0,M,
1233,26,M,22206
1234,25,M,94122
1235,26,M,94530
1236,45,,6160
1237,20,,48109
1238,40,,24040
1239,24,M,94705
1240,25,,
1241,34,M,1845
1242,32,M,91803
1243,42,,61342
1244,57,,27909
1245,30,,93041
1246,28,,94109
1247,37,,80920
1248,0,,
1249,48,M,PO12 
1250,22,,n7v2e
1251,36,M,30102
1252,25,M,
1253,30,M,95134
1254,38,,94114
1255,47,,17329
1256,30,M,94401
1257,24,,
1258,24,M,94709
1259,40,,J8T6Z
1260,55,,45409
1261,46,F,44089
1262,29,,95110
1263,48,,22153
1264,0,,
1265,26,M,94109
1266,28,,8611
1267,29,,22201
1268,47,,
1269,52,,10011
1270,36,,44077
1271,50,M,98034
1272,50,M,73034
1273,40,F,12118
1274,27,F,12603
1275,26,F,92037
1276,21,M,38104
1277,19,,48109
1278,37,,8901
1279,54,M,80134
1280,51,M,67062
1281,0,,
1282,38,M,70119
1283,33,,95062
1284,49,,
1285,58,,75007
1286,54,M,2146
1287,35,,80014
1288,41,,
1289,32,,77379
1290,18,,4103
1291,22,,21205
1292,29,M,10500
1293,72,,28311
1294,32,M,90292
1295,26,M,46901
1296,0,,94117
1297,28,,
1298,20,,
1299,19,M,
1300,49,,Se
1301,26,M,88330
1302,18,M,19026
1303,25,M,85012
1304,20,,60521
1305,20,,2215
1306,30,M,94025
1307,22,M,
1308,27,,
1309,27,,63401
1310,24,M,
1311,39,M,3352
1312,36,,47728
1313,53,,79699
1314,28,M,
1315,36,,35032
1316,37,,
1317,20,,
1318,37,,Ausie
1319,23,,
1320,21,,
1321,44,,2093
1322,0,,
1323,33,M,
1324,37,M,95354
1325,30,,30245
1326,46,M,98003
1327,24,,
1328,0,,
1329,49,M,48884
1330,65,,78681
1331,19,,UK
1332,18,M,46012
1333,20,M,46012
1334,29,F,21114
1335,22,,60610
1336,35,,
1337,27,F,
1338,0,,
1339,59,M,66212
1340,28,M,94005
1341,37,,M2N2Z
1342,16,M,10123
1343,29,F,44118
1344,45,,81005
1345,32,M,63031
1346,47,F,60172
1347,35,M,8619
1348,39,,60606
1349,19,,
1350,26,,
1351,43,M,93107
1352,32,M,8075
1353,29,,
1354,44,,19477
1355,27,,
1356,26,,1523
1357,0,M,12155
1358,40,,56531
1359,41,,75503
1360,18,F,19087
1361,55,F,16801
1362,24,,80907
1363,29,F,77517
1364,31,,98055
1365,23,M,92663
1366,47,F,1201
1367,47,F,1027
1368,28,M,80111
1369,42,,
1370,27,,44139
1371,51,M,8816
1372,49,M,7508
1373,32,,2116
1374,39,M,94501
1375,20,M,
1376,0,,
1377,37,,94595
1378,24,M,30329
1379,20,,84058
1380,24,M,1061
1381,18,,60565
1382,18,M,7605
1383,21,F,75220
1384,34,M,
1385,16,,18132
1386,46,,1886
1387,999,M,fly
1388,43,M,97005
1389,33,F,
1390,22,,
1392,31,,37920
1393,25,M,91403
1394,25,,6511
1395,33,M,5261
1396,30,,10017
1397,48,F,85283
1398,36,M,44077
1399,0,,
1400,51,,94107
1401,0,M,
1402,35,F,10024
1403,56,M,95977
1404,46,,94580
1405,18,M,6804
1406,48,M,2618
1407,26,,45150
1408,42,M,94123
1409,44,M,35801
1410,0,,
1411,21,,20839
1412,25,,JP532
1413,29,,47907
1414,16,,22110
1415,19,,1086
1417,37,,j9p
1418,40,M,
1420,0,,
1421,50,M,94110
1422,42,,67301
1423,52,M,78021
1424,51,M,94121
1425,40,,15627
1427,38,M,94114
1430,57,F,94301
1431,28,,71118
1432,41,,95928
1433,32,,10011
1434,25,M,M1V1G
1435,50,M,91784
1436,42,,9110
1437,22,,canad
1438,50,M,Franc
1439,23,M,90007
1440,52,,5069
1442,24,M,
1443,35,,
1444,26,,96931
1445,48,M,
1446,26,,95060
1447,21,F,
1448,52,,90071
1449,30,,20158
1450,19,,
1451,26,M,
1452,26,M,
1453,34,F,
1454,16,M,-
1455,24,M,
1456,63,M,eh93j
1457,35,F,67000
1458,25,,48084
1459,24,,50232
1460,49,F,14850
1461,24,,
1462,25,M,
1463,35,,W6 8J
1464,23,M,
1465,28,M,
1466,30,,2520
1467,38,M,53018
1468,23,,
1469,0,,
1470,19,,94720
1471,46,M,
1472,0,,
1473,29,F,99801
1474,47,,
1475,26,,
1476,30,,30319
1477,21,M,45502
1478,21,,5710
1479,19,,M5W16
1480,44,,92373
1481,48,M,1561
1482,22,,42448
1483,26,M,78750
1484,40,M,6798
1485,40,M,55110
1486,41,,30068
1487,56,M,42501
1488,47,,20815
1489,49,,
1490,44,,96911
1491,38,,N0409
1492,52,M,33830
1493,32,M,
1494,46,F,33063
1495,35,M,33830
1496,22,M,2154
1497,21,M,33830
1498,51,,94596
1499,30,M,75964
1500,22,,
1501,54,,CH
1502,42,,48335
1503,34,M,95765
1504,44,,3460
1505,34,M,
1506,33,M,
1507,26,M,
1508,45,,92677
1509,32,,
1510,31,F,21042
1511,44,,lon1e
1512,56,,1810
1513,56,,45056
1514,29,M,90077
1515,33,M,80002
1516,24,M,85018
1517,52,M,60515
1518,28,M,95032
1519,38,M,1061
1520,60,,14424
1521,47,,19810
1522,45,M,2181
1523,57,,3103
1524,23,,22031
1525,17,,
1526,40,M,
1527,34,M,55055
1528,35,F,20774
1529,42,,
1530,34,M,10003
1531,16,F,13037
1532,46,M,12518
1533,33,M,22201
1534,31,M,90049
1535,23,,9718e
1536,46,M,94062
1537,24,M,94043
1538,33,,95503
1539,29,M,94043
1540,18,F,35594
1541,34,M,80302
1542,23,M,94040
1543,50,,43230
1544,34,,7024
1545,35,M,2178
1546,28,M,49506
1547,66,,6051
1548,50,M,
1549,49,M,7110
1550,41,M,10573
1551,32,M,nil
1552,45,,8322
1553,32,,
1554,70,M,33133
1555,22,M,36830
1556,36,,29801
1557,20,,7647
1558,53,M,T3B3l
1559,49,,77345
1560,48,M,98290
1561,45,,17200
1562,47,M,H3E1s
1563,63,,67005
1564,52,,42240
1565,32,,38139
1566,0,M,Austr
1567,43,,22740
1568,32,,
1569,47,,80004
1570,31,M,94115
1571,65,,90210
1572,33,M,
1573,21,M,
1574,22,M,
1575,34,M,indon
1576,35,,
1577,30,M,89503
1578,31,,112-8
1579,46,M,
1580,35,M,90048
1581,18,,
1582,26,,0-41
1583,34,M,4817
1584,51,,35011
1585,28,M,64
1586,32,,
1587,31,,6100
1588,29,,4171
1589,24,,
1590,50,M,20904
1591,23,,17142
1592,0,,
1593,44,,7042
1594,49,,22068
1595,37,,12440
1596,56,,43528
1597,26,M,20601
1598,44,F,12866
1599,57,M,34982
1600,53,M,9063
1601,30,,
1602,22,M,35803
1603,33,,
1604,23,,49428
1605,39,,3824
1606,44,,
1607,15,M,60077
1608,27,M,31522
1609,0,,
1610,0,,
1611,63,,
1612,45,,12514
1613,44,,44321
1614,38,M,98292
1615,44,,Italy
1616,24,M,20005
1617,48,,30430
1618,48,,30430
1619,22,F,75962
1620,47,M,
1621,28,M,30328
1623,33,M,6460
1624,20,,37235
1625,40,,
1626,26,,55431
1627,45,F,6877
1628,29,M,
1629,35,F,35801
1630,23,,55431
1631,48,,77040
1632,44,F,80202
1633,40,,***
1634,22,M,
1635,21,M,
1636,38,M,
1637,0,,
1638,38,M,
1639,33,M,T4A1S
1640,27,M,
1641,16,M,31
1642,39,M,61821
1643,23,M,2120
1644,26,M,94530
1645,30,,
1646,22,M,60616
1647,0,M,7746
1648,46,M,91750
1649,21,F,97330
1650,51,,13244
1651,21,,
1652,40,M,95030
1653,46,,95610
1654,21,,21737
1655,24,M,11222
1657,21,F,94305
1658,53,M,
1659,57,,b2w4t
1660,42,M,37830
1661,65,,80525
1662,32,M,1532
1663,18,F,49267
1664,0,,
1665,35,,2139
1666,28,,95691
1667,48,,90027
1668,34,,42431
1669,46,M,87108
1670,52,,
1671,16,M,1776
1672,0,,
1673,52,,V7H1Y
1674,26,,97321
1675,51,M,97267
1676,36,,77494
1677,25,M,90275
1678,55,,30458
1679,55,M,10301
1680,0,,
1681,33,,92128
1682,28,,
1683,41,M,27807
1684,22,F,94305
1685,43,M,72207
1686,29,,90293
1687,35,,91741
1688,46,,71106
1689,44,F,70068
1690,24,M,
1691,45,,94041
1692,33,M,91367
1694,48,M,15010
1696,47,,1701
1697,34,M,98011
1698,37,,2140
1699,16,M,
1700,35,M,
1701,58,,v7s3e
1702,27,,1
1703,50,,98546
1704,19,M,N/A
1705,26,F,m6c1r
1706,29,F,94086
1707,22,M,94025
1708,70,M,ll746
1709,16,,
1710,30,,18344
1711,0,,
1712,19,,45056
1713,42,,
1714,43,F,
1715,30,,37005
1716,15,,21612
1717,23,M,2139
1718,0,,
1719,28,M,48105
1720,30,,92126
1721,20,,
1722,14,,N/A
1723,15,,5511
1724,0,M,
1726,34,,19426
1727,63,,28613
1728,53,M,46126
1729,44,,40242
1730,0,,
1731,31,M,99654
1732,40,F,21502
1733,22,,75000
1734,48,M,M4W3M
1735,31,,31206
1736,34,M,72211
1737,32,M,73003
1738,45,,
1739,27,M,
1740,27,F,2723
1741,40,M,94920
1742,45,M,45014
1743,39,M,
1744,55,M,12345
1745,0,,
1746,25,,83201
1747,57,M,39520
1749,20,M,50613
1750,32,M,94040
1751,48,M,46804
1752,56,,84084
1753,31,,
1754,25,M,79925
1755,16,F,
1756,26,M,19711
1757,25,,
1758,49,M,M4Y1E
1759,38,,20122
1760,45,,2153
1761,40,M,4160
1762,44,,73115
1763,41,M,78250
1764,51,,98499
1765,48,M,
1766,51,,23456
1767,51,M,48306
1769,49,M,30350
1770,17,,60119
1771,47,,3820
1772,50,M,5301
1773,47,F,1420
1774,52,M,
1775,22,F,2148
1776,14,,50401
1778,42,,92227
1779,32,,33441
1780,34,,94115
1781,0,,
1784,63,M,92720
1785,42,M,4652
1786,39,M,
1787,36,F,6851
1788,35,M,
1789,32,,90278
1790,19,,78705
1791,34,,20832
1792,0,,
1793,22,M,37722
1794,21,M,2155
1795,38,,20
1796,53,M,9063
1797,46,,69066
1798,52,M,92037
1799,0,,
1800,46,,
1801,34,,94709
1802,18,F,17044
1803,19,,62901
1804,15,F,17057
1805,44,M,L5V 1
1806,26,M,
1807,42,F,L6T1M
1808,29,M,19133
1809,38,,220
1810,29,,2.70E+36
1811,45,M,
1812,29,F,98106
1813,69,,60714
1814,25,M,HK
1815,53,,
1816,47,M,43545
1817,51,,68818
1818,13,M,14526
1819,50,M,
1820,34,,2140
1821,30,M,85285
1822,16,M,
1823,60,M,3062
1824,42,,28715
1825,67,,BB11 
1826,20,M,15701
1827,43,,43614
1828,31,,80222
1829,50,M,12205
1830,0,,
1831,39,,30064
1832,18,F,84037
1833,30,M,3062
1834,31,M,77459
