user_id,movie_id,rating
388,6,4.0
388,588,4.0
388,315,3.0
388,198,5.0
388,174,1.0
390,164,4.0
390,150,4.0
390,369,3.0
390,427,1.0
390,328,1.0
390,1459,1.0
390,520,3.0
390,732,1.0
390,58,4.0
390,800,4.0
390,1405,1.0
489,953,3.0
489,1305,3.0
489,1212,2.0
489,10,3.0
489,362,2.0
489,125,3.0
489,21,3.0
489,836,2.0
489,527,3.0
489,377,3.0
489,1351,2.0
489,42,2.0
489,1120,2.0
489,441,4.0
489,357,2.0
489,81,2.0
489,367,3.0
489,785,3.0
489,1266,3.0
489,22,3.0
502,110,4.0
502,186,3.0
502,97,3.0
502,247,4.0
502,669,5.0
502,417,4.0
502,772,3.0
502,467,4.0
502,641,1.0
502,696,4.0
502,432,3.0
502,181,2.0
502,501,2.0
502,194,5.0
502,198,4.0
502,21,4.0
502,781,4.0
502,427,1.0
502,156,5.0
502,319,4.0
502,496,5.0
502,1080,5.0
546,1405,5.0
546,906,2.0
546,1089,4.0
546,480,3.0
546,1030,2.0
546,16,3.0
546,280,2.0
546,50,4.0
546,1036,4.0
546,1259,2.0
546,367,3.0
546,1370,4.0
546,507,3.0
546,1379,2.0
546,356,4.0
546,1079,3.0
546,456,2.0
569,527,4.0
569,16,4.0
569,663,4.0
569,6,4.0
569,319,3.0
569,515,4.0
569,225,3.0
569,296,4.0
569,412,4.0
569,364,4.0
569,95,3.0
599,52,5.0
599,83,4.0
599,1196,3.0
599,150,4.0
599,165,3.0
599,932,3.0
599,204,1.0
599,235,3.0
599,969,5.0
599,784,1.0
599,181,1.0
599,232,4.0
599,180,1.0
599,1198,3.0
599,286,1.0
599,6,3.0
599,489,3.0
599,131,4.0
599,350,3.0
599,1187,4.0
599,205,4.0
599,1193,5.0
599,293,1.0
599,1345,5.0
599,18,1.0
599,182,4.0
599,953,4.0
599,1300,1.0
599,50,5.0
599,141,1.0
599,315,1.0
599,207,3.0
599,237,3.0
599,903,4.0
622,516,1.0
622,100,3.0
622,442,3.0
622,1197,3.0
622,290,3.0
622,1080,4.0
622,198,4.0
622,662,3.0
622,799,4.0
622,47,5.0
622,316,4.0
622,277,3.0
622,405,1.0
622,725,3.0
622,437,1.0
622,457,3.0
622,160,3.0
622,422,2.0
622,1259,4.0
622,908,5.0
622,231,4.0
622,1371,3.0
622,69,4.0
622,193,1.0
622,471,4.0
622,25,4.0
649,31,4.0
649,300,3.0
649,207,5.0
649,305,4.0
649,413,5.0
649,340,4.0
649,342,5.0
649,148,4.0
649,592,2.0
649,288,5.0
649,292,3.0
649,420,1.0
649,173,3.0
649,427,1.0
649,351,4.0
649,150,5.0
649,211,3.0
651,177,5.0
651,344,3.0
651,291,1.0
651,437,3.0
651,349,3.0
651,313,3.0
651,235,4.0
651,417,4.0
651,427,2.0
651,186,1.0
651,153,4.0
651,435,2.0
661,491,4.0
661,879,1.0
661,234,2.0
661,174,4.0
661,653,3.0
661,851,4.0
661,21,5.0
661,460,1.0
661,65,4.0
661,849,3.0
661,764,3.0
661,1404,4.0
661,1460,1.0
661,507,4.0
661,630,2.0
661,782,2.0
661,1569,4.0
661,1287,3.0
661,1279,3.0
661,1584,5.0
661,485,3.0
661,233,2.0
661,379,3.0
661,1221,5.0
661,1246,5.0
661,527,5.0
661,838,4.0
661,238,1.0
661,235,5.0
661,990,2.0
661,731,1.0
661,312,1.0
661,840,1.0
661,799,5.0
661,17,1.0
661,227,3.0
661,100,1.0
661,1091,3.0
661,45,4.0
661,145,3.0
661,833,2.0
661,221,3.0
661,903,5.0
661,634,1.0
661,305,2.0
661,546,4.0
661,783,5.0
661,22,3.0
661,180,3.0
661,1101,5.0
661,1230,5.0
661,240,3.0
661,542,4.0
661,1077,3.0
661,828,3.0
661,1395,1.0
661,1029,5.0
661,384,4.0
661,371,4.0
661,1259,5.0
686,515,4.0
686,25,4.0
686,1556,1.0
686,597,4.0
686,14,2.0
686,786,3.0
686,293,5.0
686,241,2.0
686,208,3.0
686,1377,3.0
686,359,2.0
686,376,3.0
686,778,5.0
686,481,3.0
686,45,4.0
686,1464,4.0
686,153,3.0
686,432,2.0
686,1339,3.0
686,508,4.0
686,1441,3.0
686,1234,4.0
686,952,3.0
686,1214,5.0
686,155,2.0
686,1321,5.0
686,628,3.0
749,266,4.0
749,765,5.0
749,150,5.0
749,5,5.0
749,289,4.0
749,261,4.0
749,491,4.0
749,349,4.0
749,248,3.0
749,533,5.0
749,173,4.0
749,89,5.0
749,355,4.0
749,6,2.0
749,719,5.0
749,736,4.0
749,105,3.0
749,316,3.0
749,590,3.0
749,163,2.0
749,3,3.0
775,42,3.0
775,342,3.0
775,294,2.0
775,514,3.0
775,7,3.0
775,112,2.0
775,610,4.0
775,125,4.0
775,316,3.0
775,50,4.0
775,296,5.0
775,608,4.0
775,431,4.0
791,277,4.0
791,329,4.0
791,216,2.0
791,546,3.0
791,509,1.0
791,60,2.0
791,161,2.0
791,239,4.0
791,480,4.0
791,266,5.0
791,420,1.0
791,376,5.0
791,475,3.0
833,624,1.0
833,421,1.0
833,215,4.0
833,237,1.0
833,218,4.0
833,371,4.0
833,509,3.0
833,105,1.0
833,546,1.0
833,358,4.0
833,543,1.0
833,39,4.0
833,415,3.0
833,1036,4.0
833,145,5.0
833,538,4.0
833,304,4.0
833,58,4.0
833,302,1.0
854,944,5.0
854,970,4.0
854,382,4.0
854,62,5.0
854,160,1.0
854,900,4.0
854,92,4.0
854,848,3.0
854,183,3.0
854,934,3.0
854,342,3.0
854,151,4.0
854,920,4.0
854,377,3.0
854,347,2.0
854,949,3.0
854,590,5.0
854,165,3.0
875,866,4.0
875,747,1.0
875,1055,1.0
875,107,3.0
875,1432,1.0
875,784,2.0
875,1223,4.0
875,25,4.0
875,870,1.0
875,1532,2.0
875,1461,3.0
875,801,3.0
875,213,5.0
875,588,5.0
875,558,2.0
875,1409,4.0
875,1043,2.0
875,43,4.0
875,1147,4.0
875,659,4.0
875,750,5.0
875,239,3.0
875,1604,4.0
875,707,2.0
875,1537,4.0
875,886,2.0
875,36,5.0
875,728,5.0
875,1606,2.0
875,1425,3.0
875,869,3.0
875,70,4.0
875,54,2.0
875,828,4.0
875,673,3.0
979,552,3.0
979,244,3.0
979,362,3.0
979,241,2.0
979,319,3.0
979,301,2.0
979,48,4.0
979,273,1.0
979,437,3.0
979,172,3.0
979,215,3.0
979,217,2.0
979,381,3.0
979,596,3.0
979,145,3.0
979,586,3.0
1001,162,3.0
1001,246,5.0
1001,279,5.0
1001,276,4.0
1001,174,4.0
1001,266,4.0
1001,185,4.0
1001,239,4.0
1001,113,4.0
1001,19,1.0
1001,661,4.0
1001,316,4.0
1001,219,4.0
1019,312,3.0
1019,329,5.0
1019,22,4.0
1019,235,5.0
1019,238,4.0
1019,296,5.0
1019,595,4.0
1019,342,5.0
1019,218,2.0
1019,344,4.0
1019,153,4.0
1024,288,1.0
1024,325,3.0
1024,282,4.0
1024,381,3.0
1024,204,4.0
1024,250,3.0
1024,173,3.0
1024,333,1.0
1024,225,3.0
1024,110,5.0
1024,592,5.0
1037,300,4.0
1037,515,3.0
1037,44,4.0
1037,292,3.0
1037,151,3.0
1037,234,1.0
1037,432,3.0
1037,89,2.0
1037,95,3.0
1037,542,3.0
1037,280,4.0
1037,350,3.0
1069,104,1.0
1069,593,4.0
1069,357,4.0
1069,230,4.0
1069,372,1.0
1069,170,2.0
1069,367,4.0
1069,364,3.0
1069,10,4.0
1069,236,1.0
1069,553,3.0
1069,275,1.0
1069,274,1.0
1069,150,5.0
1069,52,3.0
1069,520,2.0
1069,490,4.0
1069,410,4.0
1069,258,1.0
1069,256,4.0
1083,648,4.0
1083,282,1.0
1083,44,1.0
1083,260,4.0
1083,50,5.0
1083,36,5.0
1083,224,3.0
1083,227,2.0
1083,745,5.0
1083,733,4.0
1083,288,1.0
1083,16,5.0
1083,592,3.0
1083,480,4.0
1083,21,5.0
1083,457,5.0
1154,372,2.0
1154,161,4.0
1154,88,1.0
1154,420,1.0
1154,104,2.0
1154,292,5.0
1154,377,2.0
1154,590,3.0
1154,550,1.0
1154,175,5.0
1154,318,4.0
1154,259,5.0
1154,69,3.0
1154,555,5.0
1154,327,1.0
1159,200,3.0
1159,293,3.0
1159,2,4.0
1159,380,4.0
1159,317,3.0
1159,193,1.0
1159,105,1.0
1159,19,3.0
1159,480,5.0
1159,460,1.0
1159,736,5.0
1159,376,3.0
1159,277,4.0
1195,381,2.0
1195,313,2.0
1195,455,4.0
1195,34,5.0
1195,208,3.0
1195,172,2.0
1195,377,5.0
1195,616,4.0
1195,586,3.0
1195,135,1.0
1195,539,4.0
1227,592,4.0
1227,227,1.0
1227,319,2.0
1227,172,1.0
1227,216,4.0
1227,315,3.0
1227,237,4.0
1227,225,5.0
1227,47,5.0
1227,288,3.0
1227,95,2.0
1233,405,1.0
1233,315,2.0
1233,329,3.0
1233,548,1.0
1233,303,2.0
1233,736,2.0
1233,371,3.0
1233,733,5.0
1233,538,5.0
1233,218,4.0
1233,153,3.0
1233,140,1.0
1233,555,4.0
1233,47,4.0
1283,920,5.0
1283,587,4.0
1283,356,2.0
1283,378,4.0
1283,475,5.0
1283,597,4.0
1283,1210,5.0
1283,417,1.0
1283,4,3.0
1283,1230,2.0
1283,46,3.0
1283,282,3.0
1283,714,3.0
1294,141,4.0
1294,733,3.0
1294,21,5.0
1294,288,1.0
1294,186,3.0
1294,318,5.0
1294,788,4.0
1294,648,1.0
1294,802,5.0
1294,16,5.0
1294,296,5.0
1404,603,4.0
1404,780,5.0
1404,687,4.0
1404,951,5.0
1404,548,4.0
1404,368,5.0
1404,949,5.0
1404,32,4.0
1404,541,3.0
1404,950,5.0
1404,924,5.0
1404,1395,3.0
1404,964,4.0
1404,1091,4.0
1404,1272,5.0
1404,1291,5.0
1404,316,5.0
1404,204,1.0
1404,173,3.0
1404,509,2.0
1404,350,5.0
1404,1093,3.0
1404,934,5.0
1404,464,2.0
1404,1208,5.0
1404,46,3.0
1404,1019,5.0
1404,380,3.0
1404,1374,5.0
1404,3,5.0
1404,1231,4.0
1404,1196,5.0
1404,150,5.0
1404,116,4.0
1404,7,2.0
1404,1136,3.0
1404,13,3.0
1404,1125,4.0
1404,424,2.0
1404,1265,3.0
1404,349,5.0
1404,835,4.0
1404,947,4.0
1446,208,3.0
1446,367,3.0
1446,568,4.0
1446,373,2.0
1446,317,3.0
1446,357,5.0
1446,180,3.0
1446,196,1.0
1446,163,4.0
1446,58,3.0
1446,708,4.0
1446,314,5.0
1446,371,3.0
1446,469,3.0
1446,168,3.0
1446,295,3.0
1446,10,2.0
1446,352,3.0
1468,364,1.0
1468,555,3.0
1468,272,4.0
1468,168,3.0
1468,259,1.0
1468,339,4.0
1468,186,3.0
1468,384,1.0
1468,648,5.0
1468,457,5.0
1468,300,5.0
1468,527,5.0
1516,661,3.0
1516,783,4.0
1516,267,1.0
1516,36,5.0
1516,208,3.0
1516,191,1.0
1516,588,4.0
1516,172,1.0
1516,497,4.0
1516,662,1.0
1516,161,4.0
1537,292,3.0
1537,247,4.0
1537,26,4.0
1537,32,4.0
1537,70,4.0
1537,103,4.0
1537,225,4.0
1537,154,4.0
1537,47,5.0
1537,223,4.0
1537,76,4.0
1537,592,3.0
1545,204,3.0
1545,249,3.0
1545,231,3.0
1545,50,5.0
1545,278,4.0
1545,323,1.0
1545,410,3.0
1545,169,1.0
1545,595,3.0
1545,238,3.0
1545,259,4.0
1545,256,3.0
1569,275,1.0
1569,43,2.0
1569,235,3.0
1569,113,2.0
1569,457,4.0
1569,234,3.0
1569,417,2.0
1569,377,4.0
1569,45,3.0
1569,524,3.0
1569,356,5.0
1569,1479,3.0
1624,366,5.0
1624,276,5.0
1624,260,5.0
1624,852,4.0
1624,145,3.0
1624,533,3.0
1624,25,3.0
1624,215,5.0
1624,230,5.0
1624,330,1.0
1624,32,3.0
1624,508,5.0
1687,593,5.0
1687,22,4.0
1687,490,3.0
1687,338,4.0
1687,1004,2.0
1687,227,2.0
1687,165,3.0
1687,196,4.0
1687,62,1.0
1687,839,1.0
1687,480,3.0
1687,344,1.0
1766,304,3.0
1766,243,1.0
1766,421,3.0
1766,344,4.0
1766,150,4.0
1766,350,3.0
1766,434,2.0
1766,222,4.0
1766,4,3.0
1766,31,4.0
1766,295,4.0
1812,269,4.0
1812,65,1.0
1812,60,1.0
1812,510,1.0
1812,148,1.0
1812,168,1.0
1812,626,1.0
1812,169,1.0
1812,531,2.0
1812,382,1.0
1812,427,4.0
1812,239,1.0
1812,520,1.0
1812,732,1.0
1812,232,5.0
1812,29,5.0
1812,539,1.0
1812,457,3.0
1812,689,1.0
1883,31,4.0
1883,288,4.0
1883,380,5.0
1883,170,4.0
1883,39,4.0
1883,204,4.0
1883,293,4.0
1883,236,4.0
1883,222,3.0
1883,227,4.0
1883,590,4.0
1883,173,2.0
1885,1019,4.0
1885,317,1.0
1885,1135,3.0
1885,537,3.0
1885,594,4.0
1885,16,5.0
1885,405,1.0
1885,327,3.0
1885,10,3.0
1885,198,3.0
1885,292,4.0
1885,282,5.0
1885,466,3.0
1885,371,3.0
1885,519,1.0
1885,144,2.0
1885,708,5.0
1885,616,3.0
1885,1025,3.0
1885,637,1.0
1885,489,2.0
1885,315,2.0
1885,913,4.0
1885,1084,4.0
1885,653,3.0
1885,442,3.0
1885,648,3.0
1885,141,4.0
1885,460,1.0
1885,249,4.0
1885,44,2.0
1885,39,4.0
1885,332,1.0
1885,347,1.0
1885,1127,2.0
1885,6,4.0
1885,9,3.0
1885,420,2.0
1885,29,5.0
1918,750,3.0
1918,535,4.0
1918,1393,4.0
1918,457,4.0
1918,105,2.0
1918,471,4.0
1918,288,4.0
1918,36,5.0
1918,203,1.0
1918,381,1.0
1918,50,3.0
1935,832,4.0
1935,58,3.0
1935,147,3.0
1935,1288,4.0
1935,527,4.0
1935,1554,2.0
1935,337,4.0
1935,597,2.0
1935,1573,4.0
1935,314,3.0
1935,280,4.0
1935,1544,3.0
1935,308,2.0
1935,1391,3.0
1935,27,3.0
1935,1498,4.0
1935,124,4.0
1935,68,3.0
1935,535,5.0
2004,339,4.0
2004,482,3.0
2004,317,3.0
2004,1035,4.0
2004,592,4.0
2004,141,4.0
2004,432,3.0
2004,316,4.0
2004,172,3.0
2004,268,3.0
2004,838,4.0
2004,216,3.0
2004,355,3.0
2004,782,1.0
2004,1372,4.0
2004,327,3.0
2004,762,3.0
2004,31,3.0
2029,11,4.0
2029,531,4.0
2029,232,5.0
2029,261,5.0
2029,105,3.0
2029,349,5.0
2029,150,5.0
2029,307,4.0
2029,230,5.0
2029,265,5.0
2029,348,3.0
2029,469,5.0
2029,852,2.0
2029,1374,4.0
2029,1183,3.0
2067,464,3.0
2067,288,4.0
2067,457,5.0
2067,260,5.0
2067,344,3.0
2067,1371,4.0
2067,18,3.0
2067,208,4.0
2067,1298,5.0
2067,423,4.0
2067,31,2.0
2067,52,4.0
2067,619,1.0
2067,181,1.0
2067,22,2.0
2067,153,5.0
2067,1275,5.0
2067,468,4.0
2067,1270,5.0
2067,798,3.0
2067,886,4.0
2067,317,3.0
2067,1476,4.0
2067,1261,5.0
2067,151,3.0
2104,306,5.0
2104,497,5.0
2104,46,3.0
2104,515,5.0
2104,344,2.0
2104,246,4.0
2104,269,4.0
2104,364,4.0
2104,186,4.0
2104,168,3.0
2104,150,5.0
2104,288,4.0
2109,1408,3.0
2109,906,5.0
2109,1289,3.0
2109,230,1.0
2109,1212,5.0
2109,930,5.0
2109,356,4.0
2109,1176,5.0
2109,943,4.0
2109,1095,2.0
2109,1230,5.0
2109,594,5.0
2109,35,4.0
2109,1449,2.0
2109,1172,4.0
2109,1265,4.0
2109,1405,1.0
2109,1262,3.0
2109,1186,5.0
2109,927,5.0
2109,586,1.0
2109,85,5.0
2109,509,1.0
2109,753,3.0
2109,1233,5.0
2109,766,1.0
2109,1208,5.0
2109,1178,5.0
2109,934,5.0
2109,648,1.0
2109,898,5.0
2109,1193,4.0
2110,196,1.0
2110,1296,5.0
2110,208,2.0
2110,1265,3.0
2110,180,1.0
2110,377,4.0
2110,1385,4.0
2110,539,3.0
2110,99,1.0
2110,1113,3.0
2110,1136,4.0
2138,348,4.0
2138,1278,3.0
2138,110,4.0
2138,1230,3.0
2138,1247,5.0
2138,593,5.0
2138,515,5.0
2138,6,5.0
2138,159,4.0
2138,1200,5.0
2138,1283,3.0
2138,1219,5.0
2138,222,4.0
2138,733,2.0
2138,955,3.0
2138,921,4.0
2138,1196,3.0
2147,246,3.0
2147,640,4.0
2147,809,1.0
2147,357,4.0
2147,662,3.0
2147,469,4.0
2147,508,5.0
2147,481,4.0
2147,95,3.0
2147,52,5.0
2147,377,3.0
2147,608,4.0
2147,293,5.0
2147,356,5.0
2147,223,4.0
2147,541,5.0
2178,154,5.0
2178,34,4.0
2178,252,1.0
2178,45,3.0
2178,371,2.0
2178,537,3.0
2178,334,5.0
2178,292,1.0
2178,4,1.0
2178,306,3.0
2178,838,5.0
2178,331,4.0
2178,206,3.0
2178,265,5.0
2178,266,1.0
2178,339,3.0
2184,514,5.0
2184,230,5.0
2184,22,4.0
2184,382,2.0
2184,550,4.0
2184,32,4.0
2184,497,4.0
2184,532,3.0
2184,160,3.0
2184,235,4.0
2184,435,2.0
2184,266,4.0
2184,597,4.0
2184,593,5.0
2184,509,5.0
2184,380,3.0
2198,5,2.0
2198,1171,5.0
2198,231,5.0
2198,1297,5.0
2198,552,2.0
2198,728,4.0
2198,431,4.0
2198,173,4.0
2198,736,3.0
2198,1246,4.0
2198,589,3.0
2220,239,4.0
2220,253,1.0
2220,198,2.0
2220,539,4.0
2220,47,1.0
2220,9,3.0
2220,322,3.0
2220,384,3.0
2220,259,4.0
2220,707,4.0
2220,249,4.0
2220,546,2.0
2221,1136,4.0
2221,590,4.0
2221,337,4.0
2221,780,3.0
2221,440,4.0
2221,442,4.0
2221,480,4.0
2221,541,4.0
2221,1097,4.0
2221,58,4.0
2221,34,3.0
2250,161,4.0
2250,410,4.0
2250,318,5.0
2250,236,4.0
2250,110,4.0
2250,553,4.0
2250,261,5.0
2250,281,5.0
2250,270,4.0
2250,276,4.0
2250,381,4.0
2259,482,5.0
2259,89,4.0
2259,1304,5.0
2259,1021,4.0
2259,352,4.0
2259,1020,4.0
2259,1097,5.0
2259,48,5.0
2259,296,5.0
2259,292,2.0
2259,42,5.0
2259,1198,5.0
2259,595,5.0
2259,442,2.0
2259,1307,3.0
2259,170,3.0
2259,1245,3.0
2259,288,5.0
2259,1179,2.0
2259,1275,5.0
2259,1073,5.0
2259,1343,3.0
2259,491,5.0
2259,431,5.0
2259,477,2.0
2280,165,4.0
2280,481,3.0
2280,435,2.0
2280,608,4.0
2280,218,4.0
2280,661,2.0
2280,344,4.0
2280,19,1.0
2280,273,4.0
2280,541,2.0
2280,337,4.0
2329,32,3.0
2329,47,4.0
2329,225,4.0
2329,153,3.0
2329,23,2.0
2329,76,1.0
2329,271,5.0
2329,296,5.0
2329,161,4.0
2329,317,2.0
2329,256,3.0
2352,196,3.0
2352,293,3.0
2352,1235,3.0
2352,216,1.0
2352,1291,4.0
2352,1238,4.0
2352,112,3.0
2352,16,4.0
2352,255,1.0
2352,502,2.0
2352,953,4.0
2352,1278,3.0
2352,412,3.0
2352,160,3.0
2352,1380,3.0
2352,1198,4.0
2352,1372,3.0
2352,466,1.0
2352,185,4.0
2352,1225,3.0
2352,1376,4.0
2352,1299,4.0
2352,1252,3.0
2352,1263,2.0
2352,1219,4.0
2352,750,4.0
2352,1015,3.0
2352,289,4.0
2465,337,4.0
2465,181,3.0
2465,235,4.0
2465,153,4.0
2465,330,2.0
2465,19,3.0
2465,384,1.0
2465,289,4.0
2465,216,3.0
2465,23,4.0
2465,296,5.0
2487,2,5.0
2487,440,5.0
2487,516,3.0
2487,231,5.0
2487,145,5.0
2487,832,5.0
2487,783,3.0
2487,89,4.0
2487,296,4.0
2487,364,4.0
2487,23,3.0
2487,1562,3.0
2487,1525,1.0
2487,376,3.0
2488,160,4.0
2488,453,3.0
2488,257,5.0
2488,146,4.0
2488,54,4.0
2488,60,4.0
2488,378,3.0
2488,837,5.0
2488,1015,4.0
2488,296,1.0
2488,248,4.0
2488,62,5.0
2488,367,4.0
2488,277,5.0
2488,784,1.0
2488,494,4.0
2488,11,5.0
2488,293,3.0
2573,647,3.0
2573,861,1.0
2573,160,1.0
2573,185,4.0
2573,95,3.0
2573,126,1.0
2573,64,1.0
2573,391,1.0
2573,236,2.0
2573,34,3.0
2573,292,5.0
2573,410,1.0
2619,535,3.0
2619,515,2.0
2619,11,3.0
2619,592,5.0
2619,508,3.0
2619,26,3.0
2619,248,3.0
2619,172,3.0
2619,304,3.0
2619,446,3.0
2619,1097,4.0
2619,162,5.0
2619,198,3.0
2652,195,3.0
2652,300,4.0
2652,225,4.0
2652,590,4.0
2652,237,3.0
2652,231,3.0
2652,317,3.0
2652,289,4.0
2652,432,3.0
2652,296,5.0
2652,224,4.0
2654,58,3.0
2654,1017,4.0
2654,1027,3.0
2654,225,4.0
2654,1077,4.0
2654,323,2.0
2654,24,4.0
2654,1357,3.0
2654,150,5.0
2654,14,3.0
2654,34,5.0
2654,231,3.0
2654,5,5.0
2654,367,4.0
2654,589,4.0
2662,24,4.0
2662,357,3.0
2662,553,4.0
2662,256,5.0
2662,333,4.0
2662,485,3.0
2662,211,5.0
2662,188,2.0
2662,410,3.0
2662,280,4.0
2662,521,3.0
2662,452,4.0
2662,592,4.0
2662,352,4.0
2754,92,3.0
2754,153,5.0
2754,21,5.0
2754,70,5.0
2754,39,4.0
2754,57,4.0
2754,19,3.0
2754,477,4.0
2754,161,4.0
2754,253,4.0
2754,208,2.0
2756,260,4.0
2756,307,2.0
2756,1307,3.0
2756,256,3.0
2756,1049,4.0
2756,266,3.0
2756,141,3.0
2756,323,4.0
2756,832,4.0
2756,589,4.0
2756,227,2.0
2756,590,5.0
2756,1276,4.0
2756,86,3.0
2756,533,3.0
2756,434,2.0
2756,20,3.0
2756,1193,4.0
2756,778,2.0
2756,92,2.0
2756,132,2.0
2756,100,3.0
2756,1012,4.0
2756,185,3.0
2756,688,3.0
2756,475,3.0
2815,151,5.0
2815,219,4.0
2815,534,4.0
2815,508,4.0
2815,452,2.0
2815,317,4.0
2815,168,5.0
2815,455,5.0
2815,500,5.0
2815,491,5.0
2815,279,3.0
2952,102,1.0
2952,170,3.0
2952,344,3.0
2952,380,5.0
2952,186,3.0
2952,253,5.0
2952,32,4.0
2952,302,4.0
2952,11,5.0
2952,177,3.0
2952,338,4.0
2952,349,5.0
2952,10,5.0
2989,34,4.0
